Date,Date,Open,High,Low,Close
1992-01-02,0,3152.10009765625,3172.6298828125,3139.31005859375,3172.39990234375
1992-01-03,1,3172.39990234375,3210.639892578125,3165.919921875,3201.5
1992-01-06,2,3201.5,3213.330078125,3191.860107421875,3200.10009765625
1992-01-07,3,3200.10009765625,3210.199951171875,3184.47998046875,3204.800048828125
1992-01-08,4,3204.800048828125,3229.199951171875,3185.820068359375,3203.89990234375
1992-01-09,5,3203.89990234375,3228.31005859375,3192.75,3209.5
1992-01-10,6,3209.5,3217.1298828125,3185.3798828125,3199.5
1992-01-13,7,3199.5,3201.25,3179.110107421875,3185.60009765625
1992-01-14,8,3185.60009765625,3248.8798828125,3182.919921875,3246.199951171875
1992-01-15,9,3246.199951171875,3263.419921875,3232.110107421875,3258.5
1992-01-16,10,3258.5,3262.75,3222.050048828125,3249.60009765625
1992-01-17,11,3249.60009765625,3279.9599609375,3243.2900390625,3265.0
1992-01-20,12,3265.0,3269.89990234375,3245.080078125,3254.0
1992-01-21,13,3254.0,3254.469970703125,3215.340087890625,3223.39990234375
1992-01-22,14,3223.39990234375,3256.0400390625,3216.909912109375,3255.800048828125
1992-01-23,15,3255.800048828125,3266.989990234375,3222.93994140625,3226.699951171875
1992-01-24,16,3226.699951171875,3248.429931640625,3216.679931640625,3232.800048828125
1992-01-27,17,3232.800048828125,3246.64990234375,3230.550048828125,3240.60009765625
1992-01-28,18,3240.60009765625,3275.489990234375,3239.93994140625,3272.10009765625
1992-01-29,19,3272.10009765625,3299.18994140625,3218.469970703125,3225.0
1992-01-30,20,3225.0,3247.320068359375,3216.010009765625,3244.89990234375
1992-01-31,21,3244.89990234375,3255.3701171875,3222.719970703125,3223.39990234375
1992-02-03,22,3223.39990234375,3239.0400390625,3213.550048828125,3234.10009765625
1992-02-04,23,3234.10009765625,3272.81005859375,3229.429931640625,3272.800048828125
1992-02-05,24,3272.800048828125,3282.199951171875,3251.7900390625,3257.60009765625
1992-02-06,25,3257.60009765625,3265.64990234375,3238.60009765625,3255.60009765625
1992-02-07,26,3255.60009765625,3269.89990234375,3207.9599609375,3225.39990234375
1992-02-10,27,3225.39990234375,3247.989990234375,3223.840087890625,3245.10009765625
1992-02-11,28,3245.10009765625,3259.6201171875,3236.139892578125,3251.60009765625
1992-02-12,29,3251.60009765625,3286.0,3244.6298828125,3276.800048828125
1992-02-13,30,3276.800048828125,3283.989990234375,3236.360107421875,3246.699951171875
1992-02-14,31,3246.699951171875,3254.699951171875,3221.820068359375,3246.0
1992-02-18,32,3246.0,3268.56005859375,3219.139892578125,3224.699951171875
1992-02-19,33,3224.699951171875,3241.72998046875,3215.340087890625,3230.300048828125
1992-02-20,34,3230.60009765625,3283.77001953125,3230.550048828125,3280.60009765625
1992-02-21,35,3280.60009765625,3286.669921875,3252.909912109375,3280.199951171875
1992-02-24,36,3280.199951171875,3289.800048828125,3266.10009765625,3282.39990234375
1992-02-25,37,3282.199951171875,3282.199951171875,3240.3798828125,3257.800048828125
1992-02-26,38,3257.800048828125,3290.919921875,3254.469970703125,3283.300048828125
1992-02-27,39,3283.300048828125,3286.89990234375,3265.8798828125,3269.5
1992-02-28,40,3269.5,3293.3798828125,3259.389892578125,3267.699951171875
1992-03-02,41,3267.699951171875,3276.6201171875,3261.39990234375,3275.300048828125
1992-03-03,42,3275.300048828125,3295.6201171875,3272.81005859375,3290.300048828125
1992-03-04,43,3290.300048828125,3299.639892578125,3268.56005859375,3268.60009765625
1992-03-05,44,3268.300048828125,3268.340087890625,3235.68994140625,3241.5
1992-03-06,45,3241.5,3252.010009765625,3213.77001953125,3221.60009765625
1992-03-09,46,3221.60009765625,3227.18994140625,3211.31005859375,3215.10009765625
1992-03-10,47,3215.10009765625,3248.2099609375,3214.669921875,3231.0
1992-03-11,48,3231.0,3233.449951171875,3198.35009765625,3208.60009765625
1992-03-12,49,3208.60009765625,3213.10009765625,3188.280029296875,3208.60009765625
1992-03-13,50,3208.60009765625,3237.030029296875,3208.179931640625,3235.89990234375
1992-03-16,51,3235.89990234375,3236.580078125,3208.409912109375,3236.39990234375
1992-03-17,52,3236.39990234375,3260.06005859375,3235.909912109375,3256.0
1992-03-18,53,3256.0,3271.909912109375,3246.199951171875,3254.300048828125
1992-03-19,54,3254.300048828125,3269.89990234375,3251.14990234375,3261.39990234375
1992-03-20,55,3261.39990234375,3277.280029296875,3255.81005859375,3276.39990234375
1992-03-23,56,3275.89990234375,3275.93994140625,3261.179931640625,3272.10009765625
1992-03-24,57,3272.10009765625,3284.43994140625,3249.110107421875,3261.0
1992-03-25,58,3261.0,3276.389892578125,3251.1201171875,3259.39990234375
1992-03-26,59,3259.39990234375,3275.0400390625,3251.340087890625,3267.699951171875
1992-03-27,60,3267.699951171875,3268.110107421875,3226.52001953125,3231.39990234375
1992-03-30,61,3231.39990234375,3248.8798828125,3229.429931640625,3235.199951171875
1992-03-31,62,3235.199951171875,3260.72998046875,3228.97998046875,3235.5
1992-04-01,63,3235.5,3252.239990234375,3215.340087890625,3249.300048828125
1992-04-02,64,3249.300048828125,3259.6201171875,3220.260009765625,3234.10009765625
1992-04-03,65,3234.10009765625,3250.889892578125,3211.31005859375,3249.10009765625
1992-04-06,66,3249.300048828125,3276.830078125,3249.300048828125,3275.5
1992-04-07,67,3275.5,3279.2900390625,3211.090087890625,3213.60009765625
1992-04-08,68,3213.60009765625,3213.60009765625,3161.22998046875,3181.39990234375
1992-04-09,69,3181.800048828125,3231.659912109375,3181.800048828125,3225.0
1992-04-10,70,3225.60009765625,3262.969970703125,3225.60009765625,3255.39990234375
1992-04-13,71,3255.39990234375,3270.570068359375,3248.429931640625,3269.89990234375
1992-04-14,72,3269.89990234375,3322.22998046875,3269.449951171875,3306.10009765625
1992-04-15,73,3307.0,3354.199951171875,3307.0,3353.800048828125
1992-04-16,74,3353.800048828125,3366.5,3343.25,3366.5
1992-04-20,75,3365.60009765625,3365.610107421875,3315.52001953125,3336.300048828125
1992-04-21,76,3336.300048828125,3350.6298828125,3320.889892578125,3343.300048828125
1992-04-22,77,3343.300048828125,3352.860107421875,3330.719970703125,3338.800048828125
1992-04-23,78,3338.800048828125,3352.860107421875,3330.719970703125,3348.60009765625
1992-04-24,79,3348.60009765625,3361.81005859375,3323.1201171875,3324.5
1992-04-27,80,3324.0,3324.02001953125,3303.669921875,3304.56005859375
1992-04-28,81,3304.5,3317.080078125,3283.989990234375,3307.89990234375
1992-04-29,82,3308.10009765625,3338.77001953125,3308.10009765625,3333.199951171875
1992-04-30,83,3333.199951171875,3361.139892578125,3328.489990234375,3359.10009765625
1992-05-01,84,3359.10009765625,3362.030029296875,3324.02001953125,3336.10009765625
1992-05-04,85,3336.10009765625,3387.52001953125,3335.8701171875,3378.10009765625
1992-05-05,86,3378.10009765625,3378.1298828125,3358.89990234375,3359.39990234375
1992-05-06,87,3360.0,3383.719970703125,3360.0,3369.39990234375
1992-05-07,88,3369.39990234375,3374.780029296875,3357.330078125,3363.39990234375
1992-05-08,89,3363.39990234375,3375.669921875,3353.530029296875,3369.39990234375
1992-05-11,90,3369.39990234375,3397.81005859375,3368.9599609375,3397.60009765625
1992-05-12,91,3397.60009765625,3440.669921875,3373.909912109375,3385.10009765625
1992-05-13,92,3385.10009765625,3396.7900390625,3378.7099609375,3392.0
1992-05-14,93,3392.0,3393.580078125,3357.2099609375,3368.89990234375
1992-05-15,94,3368.89990234375,3368.89990234375,3346.0,3353.10009765625
1992-05-18,95,3353.10009765625,3381.639892578125,3353.090087890625,3376.0
1992-05-19,96,3376.0,3440.18994140625,3368.469970703125,3398.0
1992-05-20,97,3398.0,3404.340087890625,3388.22998046875,3393.800048828125
1992-05-21,98,3393.800048828125,3394.090087890625,3365.5400390625,3378.699951171875
1992-05-22,99,3378.699951171875,3392.6201171875,3376.52001953125,3386.800048828125
1992-05-26,100,3386.800048828125,3386.800048828125,3356.43994140625,3364.199951171875
1992-05-27,101,3364.199951171875,3380.330078125,3360.070068359375,3370.39990234375
1992-05-28,102,3370.39990234375,3398.429931640625,3368.6201171875,3398.39990234375
1992-05-29,103,3398.39990234375,3420.2099609375,3396.10009765625,3396.89990234375
1992-06-01,104,3396.89990234375,3413.469970703125,3373.030029296875,3413.199951171875
1992-06-02,105,3413.199951171875,3420.469970703125,3392.72998046875,3396.10009765625
1992-06-03,106,3396.10009765625,3422.280029296875,3389.360107421875,3407.0
1992-06-04,107,3407.0,3410.10009765625,3392.469970703125,3399.699951171875
1992-06-05,108,3399.699951171875,3403.10009765625,3392.469970703125,3398.699951171875
1992-06-08,109,3398.699951171875,3404.1298828125,3391.68994140625,3404.10009765625
1992-06-09,110,3404.10009765625,3405.429931640625,3359.550048828125,3369.89990234375
1992-06-10,111,3369.89990234375,3370.949951171875,3338.2900390625,3343.199951171875
1992-06-11,112,3343.199951171875,3352.550048828125,3323.780029296875,3351.5
1992-06-12,113,3352.0,3381.580078125,3352.0,3354.39990234375
1992-06-15,114,3354.39990234375,3363.18994140625,3337.510009765625,3354.89990234375
1992-06-16,115,3354.89990234375,3367.199951171875,3329.489990234375,3329.5
1992-06-17,116,3329.5,3329.75,3283.75,3287.800048828125
